id point;x;y;z
138;978034.468559;6561610.85532;627.281982422
139;978034.468559;6561607.85805;629.138000488
140;978036.466736;6561608.85714;629.184020996
141;978030.472204;6561611.85441;625.991027832
142;978035.467647;6561615.85076;624.716003418
143;978031.471293;6561654.81522;622.075012207
144;978050.453977;6561626.84074;623.104003906
145;978037.465825;6561618.84803;623.567016602
146;978036.466736;6561624.84256;622.359008789
147;978031.471293;6561624.84256;622.74597168
148;978023.478583;6561621.84529;622.177001953
149;978019.482229;6561614.85167;623.411010742
150;978024.477672;6561619.84712;623.046020508
151;978027.474938;6561621.84529;622.549987793
152;978027.474938;6561611.85441;625.741027832
153;978025.476761;6561617.84894;623.140014648
154;978021.480406;6561608.85714;626.356994629
155;978030.472204;6561650.81886;623.189025879
156;978046.457623;6561631.83618;622.273986816
157;978046.457623;6561626.84074;622.307983398
158;978040.463091;6561625.84165;622.898986816
159;978039.464002;6561626.84074;622.755004883
160;978035.467647;6561625.84165;622.333984375
161;978031.471293;6561644.82433;622.346008301
162;978031.471293;6561650.81886;623.054016113
163;978040.463091;6561640.82798;622.874023438
164;978039.464002;6561629.838;622.195983887
165;978034.468559;6561638.8298;622.885986328
166;978032.470381;6561629.838;622.200012207
167;978029.473115;6561636.83162;622.888977051
168;978013.487697;6561630.83709;622.640014648
169;978025.476761;6561644.82433;622.369018555
170;978026.475849;6561649.81978;622.942993164
171;978007.493165;6561630.83709;622.572998047
172;978019.482229;6561642.82615;622.223022461
173;978002.497722;6561721.75416;623.562011719
174;978002.497722;6561713.76145;622.130004883
175;978025.476761;6561653.81613;622.117004395
176;978023.478583;6561649.81978;622.836975098
177;978018.48314;6561643.82524;622.258972168
178;978022.479495;6561650.81886;622.853027344
179;978021.480406;6561654.81522;622.083007813
180;978005.494988;6561630.83709;622.557006836
181;978019.482229;6561650.81886;622.82598877
182;978018.48314;6561654.81522;622.047973633
183;978016.484963;6561650.81886;622.815979004
184;978012.488608;6561642.82615;622.229980469
185;978005.494988;6561655.81431;621.849975586
186;978014.486786;6561665.80519;622.521972656
187;978018.48314;6561661.80884;622.054992676
188;978004.495899;6561679.79243;622.426025391
189;978002.497722;6561649.81978;622.778991699
190;978006.494076;6561652.81704;621.986022949
191;978008.492254;6561649.81978;622.741027832
192;978015.485874;6561652.81704;622.82598877
193;978016.484963;6561654.81522;622.0
194;978012.488608;6561653.81613;622.088012695
195;978013.487697;6561652.81704;622.648986816
196;978013.487697;6561659.81066;621.953979492
197;978017.484052;6561653.81613;622.020019531
198;978004.495899;6561640.82798;622.223022461
199;978003.49681;6561633.83436;622.590026855
200;978003.49681;6561629.838;622.443969727
201;978002.497722;6561630.83709;622.552978516
202;978002.497722;6561627.83982;622.197021484
203;978001.498633;6561612.85349;624.737976074
204;978004.495899;6561614.85167;624.020019531
205;978004.495899;6561615.85076;623.50201416
206;978004.495899;6561618.84803;622.20501709
207;978002.497722;6561618.84803;622.223999023
208;978002.497722;6561624.84256;622.083007813
209;978012.488608;6561625.84165;622.166992188
210;978021.480406;6561620.8462;622.984985352
211;978017.484052;6561625.84165;622.166992188
212;978014.486786;6561620.8462;622.125
213;978010.490431;6561619.84712;622.768005371
214;978018.48314;6561620.8462;622.919006348
215;978019.482229;6561618.84803;622.528015137
216;978022.479495;6561619.84712;622.583007813
217;978017.484052;6561618.84803;622.831970215
218;978001.498633;6561623.84347;622.090026855
219;978001.498633;6561618.84803;622.281982422
220;978002.497722;6561642.82615;622.252990723
221;978001.498633;6561655.81431;621.789978027
222;978002.497722;6561652.81704;621.927978516
223;978002.497722;6561679.79243;622.427001953
224;978001.498633;6561649.81978;622.710021973
225;978001.498633;6561652.81704;621.888000488
226;978002.497722;6561719.75598;622.541992188
227;978002.497722;6561717.7578;622.952026367
228;978007.493165;6561706.76783;622.156982422
229;978025.476761;6561667.80337;622.552978516
230;978110.399297;6561635.83253;623.705993652
231;978149.363754;6561617.84894;623.283996582
232;978177.338237;6561614.85167;623.463989258
233;978179.336414;6561614.85167;623.536010742
234;978178.337325;6561610.85532;626.614990234
235;978163.350996;6561613.85258;626.560974121
236;978160.35373;6561612.85349;627.00201416
237;978156.357375;6561615.85076;624.388000488
238;978152.36102;6561616.84985;624.510986328
239;978156.357375;6561614.85167;625.333984375
240;978154.359198;6561615.85076;625.265014648
241;978128.382893;6561613.85258;624.75402832
242;978143.369222;6561614.85167;625.971008301
243;978149.363754;6561616.84985;623.681030273
244;978149.363754;6561615.85076;624.408996582
245;978154.359198;6561614.85167;625.741027832
246;978152.36102;6561613.85258;626.07800293
247;978169.345528;6561607.85805;629.710998535
248;978143.369222;6561611.85441;628.070983887
249;978097.411144;6561604.86079;634.125
250;978102.406587;6561621.84529;623.37701416
251;978119.391095;6561623.84347;623.088989258
252;978114.395651;6561618.84803;623.79901123
253;978111.398385;6561625.84165;622.682983398
254;978106.402942;6561628.83891;622.713989258
255;978066.439396;6561627.83982;624.29901123
256;978079.427548;6561617.84894;626.875976563
257;978092.415701;6561622.84438;623.101013184
258;978102.406587;6561629.838;622.666992188
259;978075.431194;6561628.83891;622.581970215
260;978036.466736;6561652.81704;623.025024414
261;978061.443952;6561631.83618;622.388000488
262;978070.43575;6561629.838;623.468017578
263;978072.433928;6561628.83891;623.66998291
264;978074.432105;6561624.84256;624.293029785
265;978076.430282;6561625.84165;623.168029785
266;978077.429371;6561622.84438;624.911987305
267;978086.421169;6561620.8462;625.255004883
268;978081.425726;6561624.84256;623.010009766
269;978078.42846;6561625.84165;622.643981934
270;978089.418435;6561622.84438;623.148986816
271;978089.418435;6561625.84165;622.393981934
272;978087.420258;6561622.84438;623.476013184
273;978081.425726;6561628.83891;623.213012695
274;978083.423903;6561635.83253;622.385986328
275;978086.421169;6561631.83618;623.177978516
276;978089.418435;6561628.83891;623.088989258
277;978090.417524;6561626.84074;622.456970215
278;978092.415701;6561632.83527;623.20098877
279;978086.421169;6561634.83345;623.065979004
280;978096.412056;6561635.83253;623.857971191
281;978107.402031;6561633.83436;623.674987793
282;978102.406587;6561635.83253;623.403015137
283;978104.404765;6561639.82889;622.721984863
284;978105.403853;6561637.83071;623.395019531
285;978096.412056;6561638.8298;623.539978027
286;978047.456711;6561653.81613;622.083007813
287;978046.457623;6561644.82433;622.822998047
288;978050.453977;6561648.82069;622.776977539
289;978071.434839;6561636.83162;622.906005859
290;978072.433928;6561632.83527;622.317016602
291;978071.434839;6561632.83527;622.325012207
292;978065.440307;6561631.83618;623.130981445
293;978063.44213;6561631.83618;622.304016113
294;978066.439396;6561632.83527;622.552001953
295;978061.443952;6561646.82251;622.854980469
296;978054.450332;6561654.81522;622.232971191
297;978091.416612;6561640.82798;622.642028809
298;978093.41479;6561636.83162;623.593017578
299;978096.412056;6561639.82889;623.37902832
300;978095.412967;6561640.82798;623.239990234
301;978089.418435;6561642.82615;622.601013184
302;978008.492254;6561716.75872;622.155029297
303;978004.495899;6561716.75872;622.20501709
304;978004.495899;6561719.75598;622.526000977
305;978003.49681;6561718.75689;622.403991699
306;978045.458534;6561665.80519;622.736999512
307;978038.464913;6561655.81431;622.15802002
308;978034.468559;6561654.81522;622.666015625
309;978032.470381;6561656.8134;622.112976074
310;978035.467647;6561654.81522;622.185974121
311;978033.46947;6561653.81613;622.25402832
312;978034.468559;6561653.81613;622.815979004
313;978033.46947;6561652.81704;622.469970703
314;978041.462179;6561653.81613;622.111999512
315;978038.464913;6561646.82251;622.557983398
316;978042.461268;6561650.81886;622.687988281
317;978040.463091;6561651.81795;622.41998291
318;978095.412967;6561641.82707;623.077026367
319;978092.415701;6561644.82433;622.653991699
320;978069.436662;6561650.81886;622.83001709
321;978079.427548;6561639.82889;622.851013184
322;978075.431194;6561635.83253;622.848999023
323;978078.42846;6561631.83618;622.431030273
324;978077.429371;6561628.83891;622.895019531
325;978056.448509;6561658.81157;622.40802002
326;978035.467647;6561690.78241;622.635986328
327;978068.437573;6561653.81613;622.405029297
328;978042.461268;6561672.79881;622.387023926
329;978037.465825;6561664.80611;622.721008301
330;978097.411144;6561642.82615;622.984985352
331;978066.439396;6561666.80428;622.463989258
332;978114.395651;6561638.8298;623.513000488
333;978114.395651;6561632.83527;623.95501709
334;978114.395651;6561636.83162;623.125976563
335;978116.393829;6561631.83618;623.726013184
336;978115.39474;6561633.83436;623.854003906
337;978125.385627;6561627.83982;623.054016113
338;978135.376513;6561616.84985;623.301025391
339;978135.376513;6561614.85167;624.023010254
340;978140.371956;6561613.85258;626.289001465
341;978140.371956;6561612.85349;627.028015137
342;978135.376513;6561613.85258;625.018005371
343;978130.38107;6561613.85258;625.130004883
344;978128.382893;6561617.84894;623.299987793
345;978129.381981;6561615.85076;623.801025391
346;978122.388361;6561621.84529;623.590026855
347;978125.385627;6561620.8462;623.07598877
348;978123.387449;6561623.84347;623.111022949
349;978127.383804;6561616.84985;623.611022949
350;978120.390183;6561617.84894;625.010009766
351;978125.385627;6561616.84985;624.463012695
352;978127.383804;6561614.85167;624.242004395
353;978114.395651;6561609.85623;630.848022461
354;978128.382893;6561610.85532;626.70501709
355;978134.377425;6561611.85441;626.434020996
356;978137.37469;6561611.85441;627.369018555
357;978126.384715;6561613.85258;625.335998535
358;978122.388361;6561612.85349;627.499023438
359;978119.391095;6561615.85076;625.963989258
360;978114.395651;6561615.85076;626.869018555
361;978115.39474;6561611.85441;629.643005371
362;978110.399297;6561619.84712;624.20501709
363;978107.402031;6561616.84985;625.804992676
364;978112.397474;6561617.84894;625.125976563
365;978111.398385;6561617.84894;625.492004395
366;978099.409321;6561607.85805;632.575012207
367;978105.403853;6561607.85805;631.494995117
368;978107.402031;6561607.85805;631.494995117
369;978107.402031;6561611.85441;629.304992676
370;978101.407499;6561609.85623;630.698974609
371;978104.404765;6561612.85349;628.956970215
372;978095.412967;6561618.84803;625.770996094
373;978097.411144;6561618.84803;625.293029785
374;978099.409321;6561614.85167;628.046020508
375;978099.409321;6561610.85532;630.293029785
376;978096.412056;6561611.85441;629.630981445
377;978093.41479;6561607.85805;631.913024902
378;978089.418435;6561605.85987;632.893005371
379;978068.437573;6561611.85441;630.612976074
380;978076.430282;6561609.85623;630.875
381;978083.423903;6561607.85805;632.224975586
382;978076.430282;6561607.85805;631.859985352
383;978083.423903;6561606.85896;632.780029297
384;978083.423903;6561605.85987;633.231994629
385;978067.438484;6561606.85896;632.322998047
386;978047.456711;6561602.86261;632.729980469
387;978039.464002;6561601.86352;631.958007813
388;978031.471293;6561599.86534;630.929992676
389;978037.465825;6561603.8617;630.630004883
390;978050.453977;6561600.86443;633.708007813
391;978054.450332;6561603.8617;632.617980957
392;978046.457623;6561612.85349;629.575012207
393;978046.457623;6561621.84529;624.359008789
394;978051.453066;6561617.84894;627.822021484
395;978052.452155;6561613.85258;629.664978027
396;978058.446686;6561610.85532;630.612976074
397;978061.443952;6561612.85349;630.32598877
398;978065.440307;6561622.84438;625.918029785
399;978062.443041;6561629.838;622.630981445
400;978060.444864;6561626.84074;623.184997559
401;978060.444864;6561620.8462;627.16998291
402;978055.449421;6561623.84347;624.695983887
403;978068.437573;6561618.84803;627.793029785
404;978046.457623;6561614.85167;628.731018066
405;978043.460357;6561618.84803;625.078979492
406;978042.461268;6561620.8462;623.731018066
407;978038.464913;6561624.84256;622.377990723
408;978038.464913;6561621.84529;623.333984375
409;978039.464002;6561623.84347;622.726013184
410;978043.460357;6561623.84347;622.892028809
411;978093.41479;6561604.86079;633.520996094
412;978083.423903;6561603.8617;634.143005371
413;978070.43575;6561602.86261;633.465026855
414;978044.459445;6561598.86625;634.023986816
415;978129.381981;6561603.8617;630.051025391
416;978160.35373;6561603.8617;633.070007324
417;978162.351907;6561610.85532;627.856994629
418;978160.35373;6561608.85714;629.314025879
419;978154.359198;6561612.85349;627.111022949
420;978151.361932;6561612.85349;626.744018555
421;978152.36102;6561610.85532;628.603027344
422;978155.358286;6561609.85623;629.411010742
423;978164.350084;6561605.85987;630.804016113
424;978172.342794;6561604.86079;631.427001953
425;978164.350084;6561603.8617;632.137023926
426;978172.342794;6561603.8617;632.242004395
427;978161.352818;6561602.86261;633.54699707
428;978110.399297;6561601.86352;634.596984863
429;978080.426637;6561602.86261;634.640014648
430;978097.411144;6561602.86261;635.109985352
431;978088.419346;6561603.8617;633.833984375
432;978088.419346;6561602.86261;634.260009766
433;978080.426637;6561600.86443;635.585021973
434;978097.411144;6561601.86352;635.598999023
435;978091.416612;6561601.86352;634.872009277
436;978107.402031;6561601.86352;634.294006348
437;978070.43575;6561600.86443;633.99597168
438;978061.443952;6561599.86534;634.176025391
439;978067.438484;6561599.86534;634.192016602
440;978091.416612;6561600.86443;635.315002441
441;978117.392917;6561602.86261;634.318969727
442;978119.391095;6561602.86261;633.559997559
443;978128.382893;6561607.85805;628.908996582
444;978124.386538;6561605.85987;630.276977539
445;978119.391095;6561607.85805;631.090026855
446;978126.384715;6561608.85714;628.645019531
447;978123.387449;6561603.8617;631.354980469
448;978131.380159;6561607.85805;628.778991699
449;978134.377425;6561609.85623;627.67401123
450;978138.373779;6561610.85532;628.237976074
451;978139.372868;6561609.85623;628.960998535
452;978136.375602;6561608.85714;628.572021484
453;978146.366488;6561607.85805;629.903015137
454;978141.371045;6561603.8617;632.338012695
455;978152.36102;6561603.8617;632.224975586
456;978152.36102;6561605.85987;631.562988281
457;978149.363754;6561605.85987;631.382995605
458;978135.376513;6561603.8617;630.534973145
459;978138.373779;6561603.8617;631.835021973
460;978129.381981;6561602.86261;630.607971191
461;978122.388361;6561602.86261;632.031005859
462;978142.370134;6561602.86261;633.028991699
463;978135.376513;6561602.86261;630.91998291
464;978139.372868;6561602.86261;632.557006836
465;978150.362843;6561602.86261;632.531982422
466;978133.378336;6561601.86352;631.17199707
467;978115.39474;6561601.86352;635.17401123
468;978123.387449;6561601.86352;632.161987305
469;978129.381981;6561601.86352;630.99597168
470;978117.392917;6561601.86352;634.866027832
471;978149.363754;6561610.85532;628.560974121
472;978498.045696;6561590.87354;633.197021484
473;978499.044785;6561590.87354;633.096008301
474;978166.348262;6561602.86261;632.791992188
475;978173.341882;6561602.86261;633.005981445
476;978487.055721;6561592.87172;633.031005859
477;978476.065746;6561594.8699;634.051025391
478;978173.341882;6561607.85805;628.893005371
479;978165.349173;6561611.85441;627.304016113
480;978172.342794;6561613.85258;624.57598877
481;978169.345528;6561611.85441;627.228027344
482;978166.348262;6561612.85349;626.560974121
483;978176.339148;6561615.85076;623.325012207
484;978170.344616;6561615.85076;623.729980469
485;978169.345528;6561613.85258;625.197998047
486;978154.359198;6561617.84894;624.192993164
487;978156.357375;6561616.84985;623.552001953
488;978163.350996;6561615.85076;624.963989258
489;978169.345528;6561616.84985;623.401000977
490;978157.356464;6561617.84894;623.151977539
491;978158.355552;6561615.85076;624.221984863
492;978158.355552;6561616.84985;623.45098877
493;978162.351907;6561617.84894;623.65802002
494;978137.37469;6561628.83891;622.966003418
495;978141.371045;6561619.84712;623.396972656
496;978139.372868;6561618.84803;623.87097168
497;978138.373779;6561620.8462;623.07598877
498;978145.3674;6561618.84803;623.742004395
499;978148.364666;6561616.84985;623.75
500;978142.370134;6561622.84438;623.049987793
501;978151.361932;6561618.84803;623.375
502;978154.359198;6561618.84803;623.708984375
503;978148.364666;6561621.84529;623.017028809
504;978159.354641;6561618.84803;623.091003418
505;978162.351907;6561618.84803;623.5
506;978163.350996;6561617.84894;623.497009277
507;978159.354641;6561619.84712;623.077026367
508;978117.392917;6561637.83071;622.982971191
509;978115.39474;6561635.83253;622.935974121
510;978119.391095;6561634.83345;623.539001465
511;978122.388361;6561635.83253;623.364990234
512;978125.385627;6561634.83345;622.937988281
513;978114.395651;6561639.82889;623.307006836
514;978109.400208;6561640.82798;622.872009277
515;978112.397474;6561637.83071;623.096984863
516;978106.402942;6561637.83071;623.031005859
517;978105.403853;6561638.8298;623.263977051
518;978110.399297;6561641.82707;622.844970703
519;978120.390183;6561637.83071;623.312988281
520;978055.449421;6561732.74413;623.869018555
521;978057.447598;6561984.51448;624.403991699
522;978472.069391;6561999.50081;626.796020508
523;978424.113135;6561998.50172;624.953979492
524;978354.176929;6561638.8298;624.041992188
525;978353.177841;6561630.83709;625.067016602
526;978367.165082;6561623.84347;630.70300293
527;978378.155057;6561617.84894;631.716003418
528;978359.172373;6561614.85167;634.151977539
529;978356.175107;6561620.8462;633.062988281
530;978351.179663;6561619.84712;633.335021973
531;978350.180575;6561618.84803;633.655029297
532;978352.178752;6561628.83891;626.432006836
533;978353.177841;6561633.83436;624.679992676
534;978360.171461;6561631.83618;624.494018555
535;978358.173284;6561628.83891;626.090026855
536;978357.174195;6561624.84256;630.271972656
537;978361.17055;6561626.84074;628.583984375
538;978361.17055;6561629.838;625.450012207
539;978363.168727;6561627.83982;627.981018066
540;978390.144121;6561626.84074;625.073974609
541;978391.14321;6561619.84712;629.260986328
542;978388.145944;6561618.84803;630.043029785
543;978390.144121;6561625.84165;625.361022949
544;978394.140476;6561620.8462;628.156982422
545;978392.142298;6561622.84438;627.431030273
546;978400.135008;6561617.84894;627.867980957
547;978406.12954;6561616.84985;628.270019531
548;978407.128628;6561620.8462;625.406005859
549;978398.13683;6561621.84529;627.168029785
550;978408.127717;6561633.83436;624.255981445
551;978414.122249;6561619.84712;625.598022461
552;978412.124071;6561617.84894;626.481018066
553;978410.125894;6561627.83982;625.297973633
554;978402.133185;6561623.84347;625.632019043
555;978405.130451;6561628.83891;625.369018555
556;978408.127717;6561630.83709;624.385986328
557;978409.126805;6561630.83709;624.359985352
558;978413.12316;6561633.83436;624.257995605
559;978424.113135;6561622.84438;626.104980469
560;978441.097643;6561630.83709;624.265991211
561;978456.083972;6561624.84256;625.197021484
562;978460.080327;6561621.84529;625.16998291
563;978460.080327;6561618.84803;626.012023926
564;978456.083972;6561620.8462;625.937011719
565;978446.093086;6561615.85076;626.179992676
566;978452.087618;6561612.85349;627.020019531
567;978453.086706;6561614.85167;626.270996094
568;978453.086706;6561631.83618;624.320007324
569;978447.092174;6561627.83982;624.396972656
570;978427.110401;6561642.82615;624.581970215
571;978424.113135;6561629.838;624.713012695
572;978426.111313;6561625.84165;625.804016113
573;978424.113135;6561625.84165;625.822021484
574;978416.120426;6561626.84074;625.083984375
575;978414.122249;6561630.83709;624.29901123
576;978411.124983;6561630.83709;624.978027344
577;978410.125894;6561631.83618;624.429992676
578;978432.105845;6561620.8462;625.937011719
579;978433.104933;6561627.83982;624.664978027
580;978428.10949;6561632.83527;624.244995117
581;978430.107667;6561631.83618;624.651000977
582;978430.107667;6561634.83345;624.255981445
583;978427.110401;6561627.83982;625.044006348
584;978426.111313;6561635.83253;624.263977051
585;978419.117692;6561639.82889;624.565979004
586;978440.098554;6561622.84438;625.668029785
587;978433.104933;6561624.84256;625.632995605
588;978423.114047;6561617.84894;626.543029785
589;978418.118603;6561619.84712;625.604003906
590;978419.117692;6561616.84985;627.020996094
591;978400.135008;6561629.838;624.408996582
592;978395.139564;6561625.84165;625.513000488
593;978399.135919;6561627.83982;625.283996582
594;978397.137742;6561628.83891;624.96697998
595;978399.135919;6561630.83709;624.354003906
596;978386.147766;6561628.83891;625.369018555
597;978387.146855;6561622.84438;627.437988281
598;978386.147766;6561618.84803;630.112976074
599;978380.153234;6561618.84803;631.137023926
600;978382.151412;6561621.84529;628.948974609
601;978374.158702;6561622.84438;629.237976074
602;978367.165082;6561625.84165;629.239013672
603;978361.17055;6561630.83709;624.818969727
604;978366.165993;6561630.83709;625.450012207
605;978377.155968;6561626.84074;625.729980469
606;978368.164171;6561628.83891;626.030029297
607;978371.161436;6561625.84165;627.95098877
608;978364.167816;6561627.83982;628.132019043
609;978376.15688;6561629.838;624.763977051
610;978374.158702;6561627.83982;625.75402832
611;978363.168727;6561632.83527;624.473022461
612;978363.168727;6561631.83618;624.559020996
613;978387.146855;6561634.83345;624.166992188
614;978406.12954;6561634.83345;624.572998047
615;978409.126805;6561635.83253;624.239990234
616;978386.147766;6561631.83618;624.427978516
617;978389.145032;6561628.83891;625.166015625
618;978393.141387;6561628.83891;624.749023438
619;978381.152323;6561622.84438;628.708007813
620;978378.155057;6561622.84438;628.458984375
621;978378.155057;6561619.84712;630.935974121
622;978398.13683;6561617.84894;628.229980469
623;978406.12954;6561618.84803;626.547973633
624;978407.128628;6561619.84712;625.650024414
625;978302.224319;6561632.83527;624.323974609
626;978223.296315;6561613.85258;624.507995605
627;978204.313631;6561614.85167;625.517028809
628;978198.319099;6561613.85258;624.755004883
629;978183.332769;6561607.85805;627.927001953
630;978181.334591;6561614.85167;623.684020996
631;978187.329123;6561614.85167;624.942993164
632;978191.325478;6561614.85167;624.176025391
633;978190.326389;6561611.85441;626.463012695
634;978186.330035;6561612.85349;625.369995117
635;978193.323655;6561613.85258;624.375976563
636;978193.323655;6561612.85349;625.164978027
637;978184.331857;6561606.85896;628.710021973
638;978190.326389;6561610.85532;626.981994629
639;978191.325478;6561610.85532;627.046020508
640;978197.32001;6561612.85349;625.374023438
641;978205.312719;6561610.85532;628.268981934
642;978205.312719;6561613.85258;625.809020996
643;978213.305429;6561613.85258;625.708007813
644;978197.32001;6561610.85532;626.960998535
645;978190.326389;6561608.85714;628.322998047
646;978183.332769;6561605.85987;629.523010254
647;978186.330035;6561605.85987;629.810974121
648;978193.323655;6561608.85714;628.54901123
649;978198.319099;6561609.85623;627.817993164
650;978192.324567;6561607.85805;629.190002441
651;978197.32001;6561608.85714;628.54699707
652;978207.310897;6561610.85532;628.166015625
653;978205.312719;6561609.85623;628.91998291
654;978183.332769;6561604.86079;630.297973633
655;978263.259861;6561609.85623;629.560974121
656;978228.291758;6561606.85896;629.393005371
657;978240.280822;6561606.85896;631.671020508
658;978240.280822;6561611.85441;629.091003418
659;978229.290847;6561610.85532;626.677978516
660;978235.285379;6561611.85441;628.380004883
661;978229.290847;6561612.85349;625.802001953
662;978237.283556;6561616.84985;626.786987305
663;978261.261684;6561618.84803;624.547973633
664;978249.27262;6561614.85167;628.12902832
665;978249.27262;6561608.85714;630.947998047
666;978253.268975;6561612.85349;628.489013672
667;978259.263507;6561614.85167;627.642028809
